0.500, 66.573
1.000, 67.541
1.500, 68.362
2.000, 68.666
2.500, 68.858
3.000, 68.943
3.500, 68.649
4.000, 68.186
4.500, 65.716
5.000, 61.226
5.500, 56.034
6.011, 47.735
6.498, 42.800
7.000, 38.703
7.500, 36.133
8.000, 35.344
8.500, 38.020
9.000, 40.283
9.500, 40.561
10.000, 40.364
10.500, 40.243
11.000, 40.072
11.500, 40.006
12.000, 39.928
12.500, 39.937
13.000, 40.110
13.500, 40.219
14.000, 40.382
14.500, 40.790
15.000, 41.237
15.500, 41.815
16.000, 42.352
16.500, 42.896
17.000, 43.283
17.500, 43.613
18.000, 43.585
18.500, 43.071
19.000, 42.065
19.500, 39.905
20.000, 36.492
20.500, 32.980
21.000, 28.191
21.500, 23.269
22.000, 16.659
22.500, 10.326
23.000, 6.432
23.500, 3.114
24.000, 0.536
24.495, -2.490
24.995, -5.266
25.490, -7.521
25.985, -9.116
26.498, -10.500
27.000, -11.516
27.500, -12.568
28.000, -13.364
28.500, -13.627
29.000, -13.582
29.500, -13.193
30.000, -12.774
30.500, -12.537
31.000, -12.197
31.500, -12.059
32.000, -12.204
32.500, -12.063
33.000, -12.263
33.500, -12.113
34.000, -11.574
34.500, -11.193
34.998, -10.799
35.500, -10.683
36.000, -10.615
36.500, -10.247
37.000, -4.953
37.500, 8.987
38.036, 28.676
38.514, 28.707
39.000, 28.386
39.500, 28.246
40.000, 28.126
40.500, 28.053
41.000, 28.052
41.500, 28.087
42.000, 28.196
42.500, 28.317
43.000, 28.553
43.500, 28.749
44.000, 28.980
44.500, 29.270
45.000, 29.659
45.500, 30.004
46.000, 30.436
46.500, 31.032
47.000, 31.541
47.500, 32.111
48.000, 32.695
48.500, 33.421
49.000, 33.923
49.500, 34.572
50.000, 35.431
50.500, 36.370
51.000, 37.242
51.500, 38.097
52.000, 39.057
52.500, 40.055
53.000, 41.005
53.500, 42.231
54.000, 43.264
54.500, 44.471
55.000, 45.724
55.500, 46.731
56.000, 47.938
56.500, 49.314
57.000, 50.384
57.500, 51.690
58.000, 52.815
58.500, 53.879
59.000, 54.929
59.500, 55.867
60.000, 56.830
60.500, 57.670
61.000, 58.750
61.500, 59.812
62.000, 60.918
62.500, 61.973
63.000, 63.069
63.500, 64.236
64.000, 65.290
64.500, 66.417
65.000, 67.697
65.500, 68.986
66.000, 70.227
66.500, 71.592
67.000, 72.848
67.500, 74.284
68.000, 75.508
68.500, 76.780
69.000, 78.247
69.500, 79.172
70.012, 79.945
70.505, 76.590
71.000, 70.212
71.500, 60.212
72.000, 47.563
72.500, 36.729
73.000, 17.593
73.500, 9.814
74.000, 3.625
74.493, -1.362
74.989, -3.139
75.500, -4.528
76.000, -5.328
76.500, -5.258
77.000, -5.282
77.500, -5.254
78.000, -5.254
78.500, -5.254
79.000, -5.254
79.500, -5.215
80.000, -5.226
80.500, -5.250
81.000, -5.109
81.500, -5.252
82.000, -5.135
82.500, -5.109
83.000, -5.107
83.500, -5.018
84.000, -4.964
84.500, -4.958
85.000, -4.818
85.500, -4.819
86.000, -4.819
86.500, -4.819
87.000, -4.819
87.500, -4.819
88.000, -4.819
88.500, -4.819
89.000, -4.819
89.500, -4.819
90.000, -4.819
90.500, -4.819
91.000, -4.819
91.500, -4.819
92.000, -4.819
92.500, -4.820
93.000, -4.787
93.500, -4.674
94.000, -4.713
94.500, -4.612
95.000, -4.637
95.500, -4.631
96.000, -4.707
96.500, -4.819
97.000, -4.775
97.500, -4.675
98.000, -4.606
98.500, -4.530
99.000, -4.589
99.500, -4.570
100.000, -4.607
100.500, -4.474
101.000, -4.428
101.500, -4.414
101.973, -4.169
102.467, -3.628
103.000, 24.645
103.500, 54.887
104.037, 76.216
104.550, 76.437
105.020, 76.656
105.500, 77.032
106.000, 77.359
106.500, 77.871
107.000, 78.676
107.500, 79.733
108.000, 81.121
108.500, 82.953
109.000, 85.702
109.500, 91.419
110.000, 97.061
110.500, 99.956
111.000, 103.341
111.500, 106.902
112.000, 110.879
112.500, 114.839
113.000, 118.811
113.500, 122.382
114.000, 126.083
114.500, 129.742
115.000, 132.443
115.500, 135.013
116.000, 137.765
116.500, 140.537
117.000, 142.028
117.500, 142.295
118.000, 143.598
118.500, 144.865
119.000, 145.325
119.500, 145.043
120.000, 143.889
120.500, 142.594
121.013, 137.743
121.533, 130.401
122.000, 100.366
122.500, 56.788
123.000, 32.096
123.478, 14.089
123.995, 3.724
124.500, -0.796
125.000, -2.746
125.500, -3.886
126.000, -4.098
126.500, -4.205
127.000, -4.154
127.500, -4.127
128.000, -4.095
128.500, -4.213
129.000, -4.240
129.500, -4.240
130.000, -4.241
130.500, -4.210
131.000, -4.167
131.500, -4.243
132.000, -4.181
132.500, -4.205
133.000, -4.098
133.500, -4.242
134.000, -4.145
134.500, -4.095
135.000, -4.173
135.500, -4.126
136.000, -4.018
136.500, -3.951
137.000, -3.951
137.500, -3.951
138.000, -3.951
138.500, -3.918
139.000, -3.914
139.500, -4.030
140.000, -3.948
140.500, -3.951
141.000, -3.952
141.500, -3.860
142.000, -3.840
142.500, -3.877
143.000, -3.922
143.500, -3.846
144.000, -3.806
144.500, -3.806
145.000, -3.812
145.500, -3.874
146.000, -3.810
146.500, -3.901
147.000, -3.874
147.500, -3.856
148.000, -3.880
148.500, -3.735
149.000, -3.803
149.500, -3.714
150.000, -3.661
150.500, -3.662
151.000, -3.629
151.500, -3.551
152.000, -3.580
152.500, -3.605
153.000, -3.554
153.500, -3.479
154.000, -3.458
154.500, -3.547
155.000, -3.549
155.500, -3.629
156.000, -3.539
156.500, -3.516
157.000, -3.516
157.500, -3.516
158.000, -3.517
158.500, -3.593
159.000, -3.534
159.500, -3.518
160.000, -3.630
160.500, -3.659
161.000, -3.625
161.500, -3.590
162.000, -3.576
162.500, -3.661
163.000, -3.576
163.500, -3.515
164.000, -3.373
164.500, -3.371
165.000, -3.371
165.500, -3.371
166.000, -3.371
166.500, -3.371
167.000, -3.371
167.500, -3.413
168.000, -3.429
168.500, -3.372
169.000, -3.371
169.500, -3.371
170.000, -3.371
170.500, -3.371
171.000, -3.371
171.500, -3.371
